readout,judge,severity,auroc,n,n_target,ties,mean_delta_target,mean_delta_other
sc_preserve,Qwen/Qwen3-VL-8B-Instruct,1,0.5067565883261199,6160,1904,0.8837662337662338,-0.20780812324929976,-0.04213659147869678
sc_preserve,Qwen/Qwen3-VL-8B-Instruct,3,0.5093335865419224,6156,1903,0.8284600389863548,-0.5389735505342442,-0.1578493612352066
sc_preserve,Qwen/Qwen3-VL-8B-Instruct,binary,0.5265714838567006,3080,952,0.7597402597402597,-1.55234593837535,-0.49678884711779453
