readout,judge,severity,auroc,n,n_target,ties,mean_delta_target,mean_delta_other
reward,Qwen/Qwen3-VL-8B-Instruct,1,0.5105278953686737,6160,1904,0.7592532467532468,-0.007130824318734216,-0.002355400737989308
reward,Qwen/Qwen3-VL-8B-Instruct,3,0.5176501789902193,6156,1903,0.5960038986354775,-0.03137048471322625,-0.02008465138583441
reward,Qwen/Qwen3-VL-8B-Instruct,binary,0.5172230898938522,3080,952,0.5285714285714286,-0.0616696963218914,-0.03613614254650215
