readout,judge,severity,auroc,n,n_target,ties,mean_delta_target,mean_delta_other
phi,Qwen/Qwen3-VL-8B-Instruct,1,0.5129595254700505,3620,1136,0.837292817679558,-0.8060446009389672,-0.4989264626945788
phi,Qwen/Qwen3-VL-8B-Instruct,3,0.521021792051308,3616,1135,0.7704646017699115,-1.8992657856093982,-1.280263334676878
phi,Qwen/Qwen3-VL-8B-Instruct,binary,0.5384304619990476,1810,568,0.6729281767955801,-3.7549882629107985,-2.376945786366076
