readout,judge,severity,auroc,n,n_target,ties,mean_delta_target,mean_delta_other
sc_success,Qwen/Qwen3-VL-8B-Instruct,1,0.5115297020641492,3632,1140,0.8565528634361234,-0.8812865497076025,-0.6080791867308721
sc_success,Qwen/Qwen3-VL-8B-Instruct,3,0.518931410585858,3628,1139,0.7921719955898566,-1.6063798653789876,-1.1270925405115844
sc_success,Qwen/Qwen3-VL-8B-Instruct,binary,0.5343520317648053,1816,570,0.6877753303964758,-3.2409356725146203,-2.197164258962012
