target_region_id,0,1,2,3,4,bg
0,-0.06531583752399626,-0.06010973136754845,-0.07982781310405838,-0.12153246326546911,-0.30723587947351394,-0.066082293253403
1,-0.05559903519030191,-0.10247718971681762,-0.09341258419165309,-0.056732360579976875,-0.08319355175231713,-0.06815913726707927
2,-0.04027431895653616,-0.051763753662016194,-0.07777245814189766,-0.07808134254108373,-0.1147653790063938,-0.06448962445426508
3,-0.009804087791287585,-0.03474431403260552,-0.013165501469550032,-0.0472409893740903,-0.021050136975897915,-0.011140454742194177
4,0.0038461577191396977,-0.013402200893889965,-0.02680440178778004,-0.044720701584469225,0.027698239939182502,0.03914110128162984
