readout,judge,severity,auroc,n,n_target,ties,mean_delta_target,mean_delta_other
sc_preserve,Qwen/Qwen3-VL-8B-Instruct,1,0.5128989263681931,3620,1136,0.8290055248618785,-0.9072769953051644,-0.5713902308105209
sc_preserve,Qwen/Qwen3-VL-8B-Instruct,3,0.5171605523564997,3616,1135,0.7690818584070797,-1.9565345080763585,-1.3064624479376599
sc_preserve,Qwen/Qwen3-VL-8B-Instruct,binary,0.5437816107595654,1810,568,0.6779005524861879,-3.825410798122066,-2.300456253354804
