target_region_id,0,1,2,3,bg
0,-0.04769800944260099,-0.060104557333415895,-0.050768084646152796,-0.1224221986518281,-0.0032755263249687945
1,-0.03144149508304482,-0.044063875704472885,-0.02902644642113538,-0.08082822480545082,-0.002428699113085658
2,-0.03134356646537087,-0.043750396974341785,-0.029595299975460725,-0.04029653653238382,-0.004124248297482943
3,-0.07387266813861704,-0.07268242286709087,-0.044177114691252066,-0.07268242286709087,-0.004240020416060682
4,,,,,-0.0037214450466310474
