judge,n_variants,regions_per_variant,per_region_move_rate,frac_none,frac_all,frac_mixed,mixed_if_independent
OpenGVLab/InternVL3-2B,2190,3.0,0.2732057416267943,0.6981735159817352,0.22922374429223744,0.07260273972602739,0.5956930931068429
Qwen/Qwen3-VL-8B-Instruct,2929,3.0,0.21749654218533887,0.6360532604984637,0.08637760327756913,0.2775691362239672,0.5105753889682799
