readout,judge,severity,auroc,n,n_target,ties,mean_delta_target,mean_delta_other
sc_preserve,OpenGVLab/InternVL3-2B,1,0.5011214139513388,2584,828,0.7914086687306502,-1.5833333333333333,-1.5523917995444192
sc_preserve,OpenGVLab/InternVL3-2B,3,0.49745214475146626,2584,828,0.7755417956656346,-1.7403381642512077,-1.8667425968109341
sc_preserve,OpenGVLab/InternVL3-2B,binary,0.49860794735510006,1292,414,0.7190402476780186,-3.1871980676328504,-3.355922551252848
sc_preserve,Qwen/Qwen3-VL-8B-Instruct,1,0.5128989263681931,3620,1136,0.8290055248618785,-0.9072769953051644,-0.5713902308105209
sc_preserve,Qwen/Qwen3-VL-8B-Instruct,3,0.5171605523564997,3616,1135,0.7690818584070797,-1.9565345080763585,-1.3064624479376599
sc_preserve,Qwen/Qwen3-VL-8B-Instruct,binary,0.5437816107595654,1810,568,0.6779005524861879,-3.825410798122066,-2.300456253354804
